product,avg_daily_units,std_daily_units,cv_percent
A2 BUFFALO MILK 500ml SIDS FARM,15.918032786885245,5.415571003654408,34.02160980668578
AA KAKARAKAI,3.4449484536082475,1.534567069588453,44.54542906095282
AASHIRVAAD ATTA 1KG,2.0120481927710845,1.3112456924397562,65.16969609131722
AASHIRVAAD CRYSTAL SALT 1KG,1.2641509433962264,0.5244390188289262,41.48547462378073
AASHIRVAAD SALT 1KG,1.3773584905660377,0.7397092748646285,53.70491995592508
AASHIRVAD ATTA 2KG,1.625,0.9237212077056678,56.84438201265648
AASHIRVAD CHILLI PWD 100G,1.0,0.0,0.0
AASHIRVAD CHILLI PWD 200G,1.5,1.0801234497346435,72.00822998230957
AASHIRVAD CHILLI PWD 500G,1.0,0.0,0.0
AASHIRVAD CORIANDER PWD 100G,1.170731707317073,0.4417261042993862,37.73077140890591
AASHIRVAD CORIANDER PWD 200G,1.25,0.5,40.0
AASHIRVAD MULITGRAIN ATTA 1KG,1.5098039215686274,0.7034926870865921,46.594970183657395
AASHIRVAD SELECT ATTA 1KG,1.3584905660377358,0.6820314571653825,50.20509337467399
AASHIRVAD TURMERIC PWD 100G,1.5217391304347827,0.897955517089759,59.00850540875558
ABC CANE JUICE,2.0833333333333335,1.3585337813568417,65.2096215051284
AFGHANI RAISINS KGS FLYBERRY,0.18480769230769228,0.10173958268425427,55.051595208961736
AGMARK GHEE 500 ML HERITAGE,1.162162162162162,0.37368387661182223,32.15419403404052
AJWA DATES KGS FLYBERRY LOOSE KGS,0.15,0.07810249675906653,52.06833117271103
AJWAIN 100g,1.297872340425532,0.6565686035555144,50.58807273296586
AK COUNTRY EGGS 6PC PACK AKSHAYA KALPA,1.105263157894737,0.3153017676423058,28.527302786684807
AK ORGANIC HIGH PROTEIN PANEER 200g,1.6585365853658536,1.2963363008409694,78.16145343305845
AKSHAYA KALPA ORGANIC COW GHEE 195ml,1.0769230769230769,0.2773500981126146,25.753937681885642
AKSHAYA MULTI FLORAL RAW HOENY 250g,1.069767441860465,0.25776963111323353,24.095856821454444
AKSHAYAKALPA TABLE BUTTER SALTED 100g TUB ORGANIC,1.0,,
AKSHAYAKALPA UNSALTED TABLE BUTTER 100g TUB ORGANIC,1.0,0.0,0.0
AKSHYAKALPA ORGANIC TONED MILK UHT 1Lt. TETRA,1.0,0.0,0.0
ALMOND DRAGES KG LOOSE FLYBERRY,0.16833333333333333,0.06886526150697639,40.91005634077805
ALMOND MILK 1Lt UNSWEETENED EPIGAMIA,1.0,0.0,0.0
ALMOND REGULAR  250 GM,1.25,0.5,40.0
ALMONDO 200g CHOCOLATE AMUL,1.0,0.0,0.0
ALMONDO BAR 35g CHOCOLATE AMUL,3.4545454545454546,2.364967989862356,68.45959970654188
ALPHONSO LOCAL KG LOOSE,5.088351648351648,2.617175858624994,51.434649951380976
ALPHONSO MANGO PC RATNAGIRI,6.5625,7.957962469543738,121.26419001209506
AMERI DATES KG FLYBERRY,0.17333333333333334,0.055075705472861024,31.774445465112127
AMLA,3.6674175824175825,1.4323038781093773,39.05483479645627
AMLA CANDY KG FLYBERRY,0.111875,0.0462195845935465,41.31359516741586
AMLA PICKLE  250g AHA,1.1111111111111112,0.3333333333333333,30.0
AMLA PICKLE  500g AHA,1.0,0.0,0.0
AMLA PICKLE 250GMS VELLANKI FOODS,1.2727272727272727,0.46709936649691375,36.700664510471796
AMRUTHA - A2 ORGANIC CURD. 500g AKSHAYAKALPA,1.7431192660550459,0.9756637790335227,55.97229048139683
AMUL BUTTER 500G SALTED,1.0,0.0,0.0
AMUL CHEESE SPREAD PLAIN 200g,1.0,0.0,0.0
AMUL DARK CHOCOLATE 125G,1.5,0.674199862463242,44.94665749754947
AMUL FRUIT N NUT CHOCOLATE ILU 150g,1.1666666666666667,0.38924947208076155,33.364240464065276
AMUL INDIA TWILIGHT TRYST 125g,1.0,,
AMUL PROCESSED CHEESE BLOCK200g,1.0,0.0,0.0
ANAR,23.441639344262292,8.303228588331883,35.420852895103636
ANJEER BOX PACK ANAND,1.0,0.0,0.0
ANJUR JUICE,3.0,,
APPLE BARE,0.8975000000000001,0.4121791681619374,45.92525550550834
APPLE JUICE,1.375,0.7440238091428449,54.110822483115996
APPLE MILKSHAKES,1.1428571428571428,0.3779644730092272,33.071891388307385
APPLE ROYAL GALA,14.728306010928963,6.553182422448404,44.49379594357758
APRICOTS ORANGE TURKISH KG FLYBERRY,0.14205128205128206,0.07262664029054379,51.12705724424562
ARTISANAL CURD 400g EPIGAMIA,1.0,0.0,0.0
ARTISANAL ORGANIC SET CURD 400g AKSHAYAKALPA,1.175,0.38480764425479275,32.74958674508874
ASH GOURD,8.588192090395479,5.60481571622936,65.26188116469181
ASH GOURD JUICE,2.0,,
ASL  IDLY & DOSA BATTER  1KG,1.0,,
ASPARAGUS KG SAMBERRY,0.6900000000000001,0.4949747468305833,71.735470555157
AVOCADO IMP SAMBERRY,1.8456353591160222,1.0419470340923753,56.45465280809433
AVOCADO JUICE,1.0,0.0,0.0
AVOCADO LOCAL,0.843,0.6168347205400877,73.17137847450626
Akshayakalpa Organic Ghee 490ml,1.0833333333333333,0.28867513459481287,26.646935501059648
Alubukhar LOOSE KG FLYBERRY,0.134,0.09691061173404421,72.3213520403315
Apple Milk Shake,1.4,0.8944271909999159,63.887656499993994
BABY CORN PEELED,3.4186046511627906,1.9283366542546407,56.40712662105412
BABY CORN PEELED SAMBERRY,0.89,0.4975942121849893,55.90946204325722
BABY ORANGE,7.119945355191257,2.8503553850657557,40.03338850048223
BABY POTATO,3.3731081081081085,2.2760620161055156,67.47669932767442
BACHALAKURA,2.236011235955056,1.1891559651608195,53.182021004152126
BADAM FLAVOURED MILK 180ML  PP BOTTLE HERITAGE,4.323943661971831,3.002479579948745,69.43845282617619
BAILLEY  WATER 1LTR,1.5121951219512195,1.0030441470721068,66.33033875799416
BAILLEY WATER  500ML,2.918032786885246,6.936125436118768,237.69868067598026
BAJRA FLOUR 500G,1.3793103448275863,0.6768515929047769,49.07174048559632
BAMBINO ROASTED VERMICELI 500G,1.0,0.0,0.0
BAMBINO ROASTED VERMICELLI 800G,1.2,0.4472135954999579,37.26779962499649
BAMBINO VERMICELLI 500GM,1.2,0.4472135954999579,37.26779962499649
BANANA CASHEWNUT LOAF 350g KALSAN FOODS,1.5625,0.727438428093173,46.556059397963075
BANANA CHOCOCHIP LOAF 350g KALSAN FOODS,4.8,2.4283441572215314,50.590503275448576
BANANA FLOWER,1.3764705882352941,0.5971454036105622,43.38235838196392
BANANA LEAF,20.0,21.20141504711419,106.00707523557094
BANANA TREE,4.0,2.8284271247461903,70.71067811865476
BANANAJUICE,1.2777777777777777,0.5745131499601416,44.96189869253282
BANANAS 30g FLYBERRY GOURMET,1.4054054054054055,0.5507297915523576,39.18654286045621
BANDARU HALWA 250g VELLANKI FOODS,1.1666666666666667,0.3752933125204008,32.167998216034356
BANGINAPALLI MANGO LOOSE KGS,35.79330708661417,15.637137574251257,43.68732270648209
BARNYARD MILLET UDALU 500G,1.1666666666666667,0.3834824944236852,32.869928093458725
BASIL LEAF KG ENGLISH ITEM SAMBERRY,0.0840625,0.060153533401165735,71.5581066482269
BASMATHI RICE 1KG,1.475609756097561,0.6889894148176762,46.691844640536736
BAT PAPAD 200G EVR,1.1111111111111112,0.3333333333333333,30.0
BEAUTY PEARS,3.928415300546448,2.1686465121613665,55.20410512248297
BEET ROOT,14.242295081967214,3.9604030736599016,27.80733758756578
BELGIAN CHOCOLATE 125g AMUL,1.2,0.4216370213557839,35.136418446315325
BELLAM KOMMULU 250g VELLANKI FOODS,1.253968253968254,0.5670595908906715,45.22120788115481
BELLAM SUNNIVUNDALU 250g VELLANKI FOODS,1.2142857142857142,0.507704614077201,41.81096821812244
BESAN 500g,1.7765957446808511,1.0385500160780297,58.457306294212444
BIG BRINJAL BLUE,2.5224285714285712,1.5417218587752082,61.12053582956594
BIRYANI LEAFS 50G,1.3387096774193548,0.510337348636183,38.1215850788474
BITTER CHOCOLATE 150g 90% BITTER AMUL,1.1111111111111112,0.3333333333333333,30.0
BITTER CHOCOLATE 150g AMUL,1.0769230769230769,0.2773500981126146,25.753937681885642
BITTER GAURD KARAM PODI 100g VELLANKI FOODS,1.0,0.0,0.0
BITTER GOURD,4.055561797752809,1.838082693375052,45.32251720078673
BITTER GUARD PICKLE 250G VELLANKI FOODS,1.0,0.0,0.0
BLACK GRAPES,1.763238095238095,1.1908493213782783,67.53763570526047
BLACK PEPPER WHOLE 50G,1.4915254237288136,0.8783385836031218,58.88860958248203
BLACK ROUND BRINJAL,4.691803278688525,1.9424085888204004,41.40004329770944
BLACK SEEDED GRAPES,5.6571428571428575,4.004365078578585,70.7842311869952
BLUE BERRY,4.413793103448276,2.296273553913608,52.02494770585518
BOMBAY RAWA 500g,1.484375,0.8355624946942525,56.29052595834963
BOMBAY RAWA1Kg,1.5617977528089888,0.8112148042480835,51.94109178279095
BOONDI 250g VELLANKI FOODS,1.6865671641791045,0.9128811734330153,54.12658284956816
BOONDI LADDU 250g VELLANKI FOODS,2.0725806451612905,1.1837201046389343,57.11334357012756
BOONDI MITAI ATCHU 250g VELLANKI FOODS,1.6346153846153846,0.8011847090486954,49.013652788861364
BOORELU 250g VELLANKI FOODS,1.2380952380952381,0.5058464841423925,40.856831411500934
BOTTLE GOURD,35.885245901639344,10.239062823039287,28.53279270010948
BRINTAN TOFU PANEER 200G,1.0,,
BRITANNIA MILK BIKIS 71GM,1.0,,
BROWN ANJEER BOX TURKEY,5.907407407407407,3.0298422558011886,51.28886577218314
BROWN CHANA 500g,1.4794520547945205,0.973390252917547,65.79397079905642
BROWN EGGS 6PC UPF HEALTHY U N V,1.2391304347826086,0.48003623051671385,38.73976597152428
BROWN RICE 5kg,1.0,0.0,0.0
BROWN RICE HMT 1kg,1.3421052631578947,0.7081119086039195,52.76127946460577
BUFFALO CURD 400g SIDS FARM,2.2450331125827816,1.232703735248761,54.90804248453184
BUFFALO GHEE 250g  VELLANKI FOODS,2.1868131868131866,1.4369109452965638,65.7079879507474
BUFFALO GHEE 350g SIDS FARM,1.2162162162162162,0.583815759328952,48.0026291003805
BUFFALO GHEE 500ml JIVIKA ORGANICS,1.0,0.0,0.0
BUSH BEANS,11.993770491803279,4.123429370222364,34.379758834308
BUTTER GARLIC N HERBS 100g AMUL,1.4074074074074074,0.5993241010148871,42.58355454579461
BUTTER MILK 170ML HERITAGE SACHET,10.0,12.727922061357855,127.27922061357854
BUTTER MILK PLAIN 200ml POUCH AKSHAYA KALPA,4.0,2.909487288006216,72.7371822001554
BUTTER MILK SPICED 200ml POUCH AKSHAYA KALPA,3.9523809523809526,2.7933054198223344,70.6739925497217
BUTTER SCHOOL PACK 100g AMUL,1.4705882352941178,0.7876045045674722,53.55710631058811
BUTTER UNSALTED 500G AMUL,1.0,0.0,0.0
BUTTON MUSHROOM,18.89071038251366,6.290501389741694,33.299443283851026
Banana Stem,1.6721311475409837,0.8375744491475297,50.0902366647052
Banana Yalakki,8.996373626373625,3.0036213930673337,33.38702368098592
Beetroot Juice,1.1666666666666667,0.3892494720807615,33.36424046406527
Black Chilly,17.449234972677594,4.898087703153262,28.07050114702907
CABBAGE,17.08065573770492,6.769195222716647,39.630769021202724
CALIFORINA RED GRAPES,1.8525,1.2522478498361875,67.59772468751349
CALIFORNIA BLACK seedless GRAPES,1.22,,
CALIFORNIAN ALMOND PREMIUM KG FLYBERRY,0.2883116883116883,0.21974508315799038,76.21788920344711
CALIFORNIAN ALMOND REGULAR KG  FLYBERRY,0.25306666666666666,0.20482011444015769,80.93524016339214
CAPSICUM,10.326448087431695,3.7128285115739197,35.95455552711099
CAPSICUM RED SAMBERRY,0.9762569832402235,0.5426029244195066,55.57992759433
CAPSICUM YELLOW SAMBERRY,1.1046927374301676,0.6441607121183706,58.311301440876065
CARROT,35.93890710382514,9.088475791110882,25.288681608639003
CARROT JUICE,1.6111111111111112,1.535815795833002,95.32649767239323
CARROT N BEETROOT JUICE,1.5,0.7453559924999298,49.69039949999532
CARRY BAG 8Kg HOLDING CAPACITY,18.306010928961747,5.912764822486494,32.299580970597866
CARRY BAG MEDIUM 5Kg HOLDING CAPACITY,48.90163934426229,9.805871057070556,20.052233807619977
CARRY BAG SML 1Kg HOLDING CAPACITY,1.0,0.0,0.0
CASHEW 320 COUNT 250 GM,1.0,0.0,0.0
CASHEW 320 KG FLYBERRY,0.2828301886792453,0.24813496602792265,87.73284322534957
CASHEW BROKEN 2 PIECE  KGSFLYBERRY,0.26055555555555554,0.26729759164062605,102.58756182369444
CASHEW TIKKA FLAVOUR FLYBERRY,0.19583333333333333,0.15079550959589516,77.00196234684007
CASHEW WITH CHOCO COATED FLYBERRY,0.10500000000000001,0.007071067811865477,6.734350297014739
CAULIFLOWER,20.060109289617486,6.952878602932101,34.660222945698024
CDM CRACKLE 36G,1.0,,
CHAKKI ATTA GODHUMA PINDI 1Kg,1.3333333333333333,0.5163977794943222,38.72983346207416
CHAMA DUMPA,4.69792349726776,2.256598153168704,48.0339484983335
CHAMANTHI FLOWERS POOLU KG LOOSE,1.5,0.1555634918610406,10.370899457402706
CHANA DAL 1Kg,1.1428571428571428,0.35634832254989923,31.180478223116186
CHANA DAL 250g VELLANKI FOODS,1.2121212121212122,0.4846116845975598,39.98046397929868
CHANA DAL 500g,1.3855421686746987,0.6407184477582007,46.24315753385275
CHAT MURMURA 500 GM,1.3454545454545455,0.5843065474681431,43.428189338848476
CHEDDAR CHEESE 200g MILKY MIST,1.0,0.0,0.0
CHEESE BLOCK 200G HERITAGE,1.1851851851851851,0.48334070138798946,40.78187167961161
CHEESE BLOCK 200G MILKY MIST,1.1,0.31622776601683794,28.747978728803446
CHEESE CUBES 120g HERITAGE,1.0,0.0,0.0
CHEESE CUBES 120g MILKY MIST,1.0,0.0,0.0
CHEESE CUBES 200g MILKY MIST,1.0,0.0,0.0
CHEESE EASY OPEN CHIPLET CUBES 60X8X25g AMUL,1.0,0.0,0.0
CHEESE SLICE 100G MILKY MIST,1.3095238095238095,0.6007262768243458,45.87364295749549
CHEESE SLICES 100g AMUL 5PC PACK,1.530612244897959,0.7388628880563285,48.272375353013466
CHEESE SLICES 100g HERITAGE,1.5,0.7801894976054939,52.0126331736996
CHEESE SLICES 200g AMUL 10PC PACK,1.3846153846153846,0.7708881090154509,55.675252317782565
CHEESE SLICES 200g HERITAGE,1.125,0.3535533905932738,31.42696805273545
CHEESE SLICES 200g MILKYMIST,1.2954545454545454,0.5937482613749998,45.833199123684196
CHEESE SPREAD 200g AMUL,1.0,0.0,0.0
CHEESE SPREAD GARLI 200g MILKY MIST,1.0,0.0,0.0
CHEESE SPREAD GARLIC200G AMUL,1.0,0.0,0.0
CHEESE SPREAD NATURAL OR PLAIN 200g MILKYMIST,1.0,0.0,0.0
CHEESE SPREAD PEPPER 200g MILKY MIST,1.0,0.0,0.0
CHEGODI 250g VELLANKI FOODS,2.2857142857142856,1.2245542644537928,53.574249069853444
CHEKKARAKELI BANANA,4.716703296703297,1.9464868792646128,41.26795256816545
CHERRY LOCAL ANAND,6.340425531914893,2.776270533621623,43.78681714101218
CHERRY TOMATO KG RED SAMBERRY,0.33979166666666666,0.15947373002277174,46.93279608272866
CHERUKU GADDALU,30.0,18.384776310850235,61.282587702834114
CHERUKU RASALU KG LOOSE,6.598428571428571,4.094397952846462,62.05110669190768
CHIA SEEDS KGS FLYBERRY,0.15513888888888888,0.10049165133223974,64.77528107360126
CHICKEN BONE LESS PICKLE 250g VELLANKI FOODS,1.0,0.0,0.0
CHICKPEAS 50g FLYBERRY GOURMET,1.0,0.0,0.0
CHICOOS SAPOTA JUICE,1.40625,0.7120789644505047,50.636726360924776
CHICOOS(Sapota),1.7732758620689655,1.0962844045750946,61.82255271303402
CHIKKUDU SEED PACK,0.14634615384615385,0.08307872114137091,56.768639938913104
CHIKKUDUKAI,6.807682119205298,3.2725416103712837,48.07130463890267
CHIKKUDUKAYA PICKLE 250g AHA,1.0,0.0,0.0
CHINNA RASALU KG LOOSE,16.466851851851853,9.653577853514438,58.624307429041465
CHINTA CHIGURU,1.1086792452830188,0.7265911921586282,65.53664599116287
CHOCOLATE 150G HBD PACK AMUL,1.0714285714285714,0.2672612419124244,24.944382578492945
CHOCOLATE MILK SHAKE 180ML HERITAGE,2.9404761904761907,1.941004524902334,66.00987048250852
CHOUSA MANGO KG LOOSE,3.3864705882352943,2.8417181008512933,83.91385741614033
CHOWCHOW,1.525625,0.9195286383069678,60.27225814384059
CINNAMON DALCHINI KG FLYBERRY,0.098,0.05902918298980975,60.233860193683405
CLOVES 50g,1.2545454545454546,0.5170493857844406,41.21408147557135
CLUSTER BEANS,5.896010928961749,2.697425296583601,45.75000503024172
COCONUT,20.19672131147541,11.493648038594742,56.90848460667851
COCONUT KARAM 100G  VELLANKI FOODS,1.0909090909090908,0.30151134457776363,27.638539919628336
COCONUT MANGO,5.083114754098361,2.4357049225933247,47.91756709071913
COCONUT MILK YOGURT-BLUEBERRY EPIGAMIA,1.0,,
COCONUT SLICE KGS FLYBERRY,0.1272727272727273,0.06357529537342459,49.95201779340503
COFFEE XTRA 100g JAR INSTANT SOUTH BLEND CONTINENTAL,1.0,0.0,0.0
COKE 250ML,2.4285714285714284,1.1338934190276817,46.6897290187869
COLD PRESSED SUN DRIED COCONUT OIL 1LT MESMARA,1.0,0.0,0.0
COLD PRESSED WHITE SESAME OIL 500ML MESMARA,1.0,0.0,0.0
COLOUR CUCUMBER,14.367486338797814,4.634085281265669,32.25397381274575
CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND,1.25,0.7071067811865476,56.568542494923804
CONTINENTAL XTRA INSTANT SOUTH BLEND COFFEE 150g POUCH,1.2,0.4216370213557839,35.136418446315325
COOKING BUTTER 100G MILKY MIST,1.4642857142857142,0.8304278352815432,56.71214484849564
COOKING BUTTER 100g AMUL UNSALTED,1.6,0.9128709291752768,57.05443307345479
COOKING BUTTER 200G HERITAGE,1.1666666666666667,0.38069349381344053,32.6308708982949
COOKING BUTTER 500g HERITAGE,1.0,0.0,0.0
COOKING BUTTER UNSALTED 200g MILKY MIST,1.0952380952380953,0.3007926037591192,27.463672517136967
COOKING UNSALTED BUTTER 500g MILKY MIST,1.0666666666666667,0.2581988897471611,24.206145913796355
COPRA POWDER 100G EVR,1.2424242424242424,0.6139168831315355,49.4128223008309
CORIANDER,10.894863387978143,3.715145843043146,34.09997639018215
CORIANDER 200g,1.4305555555555556,0.6884640772055605,48.12564423184501
CORN FLAKES 200G EVR,1.1111111111111112,0.3333333333333333,30.0
CORN FLAKES MIXTURE250g VELLANKI FOODS,1.688,0.874513689743269,51.807683041662855
CORN FLOUR 200g EVR,1.125,0.3535533905932738,31.42696805273545
COW GHEE 200ml JAR AMUL HIGH AROMA,1.1935483870967742,0.4774484152736417,40.002434793197004
COW GHEE 250G VELLANKI FOODS,1.608695652173913,1.0215078369104982,63.499135807949884
COW GHEE 350g SIDS FARM,1.1891891891891893,0.39706127695565796,33.389243743998506
COW GHEE 500ml PET JAR MILKYMIST,1.0,0.0,0.0
COW MILK 500ML POUCH SIDS FARM,10.98360655737705,4.974081625805567,45.286414802110386
COW MILK 500ml GOLDEN HERITAGE,1.0,,
CREAMY COFFEE HAZELNUT 22g CONTINENTAL,5.0,0.0,0.0
CRUNCHY BANANA CHIPS 100g FLYBERRY,1.125,0.3535533905932738,31.42696805273545
CRUNCHY BANANA CHIPS 250g FLYBERRY,1.0,0.0,0.0
CRUNCHY BANANA CHIPS 65g FLYBERRY,1.3333333333333333,0.5773502691896257,43.30127018922193
CUCUMBER,30.318907103825136,8.151479465737117,26.885795842913808
CUCUMBER WHITE,1.32,,
CUMIN JEERA KG FLYBERRY,0.18666666666666668,0.11846237095944574,63.461984442560215
CURD 135g POUCH MILKY MIST,11.165605095541402,5.761106479548161,51.596903439193454
CURD 500g POUCH HERITAGE,17.214285714285715,6.146751761848182,35.7072716455911
CURD CUP 200G HERITAGE,2.046875,1.3272396018164623,64.8422400887432
CURD CUP 400GHERITAGE,2.591715976331361,1.540772074486375,59.44988141283045
CURD POUCH 400g MILKY MIST,5.432748538011696,3.925764525157251,72.26111235757696
CURD TUB 1KG HERITAGE,5.050279329608938,2.5796823753112874,51.079993935920406
CURRY LEAVES,3.4701092896174863,1.0617904167438377,30.59818374944842
CUSTARD APPLE ANAND,8.435930232558139,4.65605649296306,55.19316026338381
DABBAKAI,1.6551724137931034,0.8974512350049011,54.22101211487944
DALCHINI 50g,1.4390243902439024,0.8179704026703444,56.84201103302393
DALMOTI 250g VELLANKI FOODS,1.4838709677419355,0.7747777132241452,52.21328067380109
DAMPUDU BIYYAM 1Kg AISHWARYA,1.2,0.4472135954999579,37.26779962499649
DARK CHOCOLATE 150g AMUL,1.4285714285714286,0.7867957924694432,55.075705472861024
DARK CHOCOLATE 150g BEST WISHES AMUL,1.1875,0.5439056290693572,45.802579290051135
DASHERI MANGO KG LOOSE,8.1264,3.574449034325416,43.98563981991307
DATE BITES 160g FLYBERRY,2.532258064516129,2.2229631821872635,87.78580719465626
DATES POWDER 180g FLYBERRY,0.8,0.4472135954999579,55.901699437494734
DEHYDRATED GINGER  KGS FLYBERRY,0.12,,
DEHYDRATED KIWI KG FLYBERRY,0.1366666666666667,0.0800378698246062,58.56429499361428
DEHYDRATED MANGO KG FLYBERRY,0.13380952380952382,0.07742584778200305,57.862733217867046
DEHYDRATED PAPAYA  KGS FLYBERRY,0.10500000000000001,0.007071067811865467,6.734350297014729
DEHYDRATED PINEAPPLE KG FLYBERRY,0.1325,0.06877169079312691,51.90316286273728
DERI DATES KG FLYBERRY,0.2766666666666666,0.28084693339967237,101.51093978301414
DESI COW GHEE 500ml JIVIKA ORGANICS,1.0,0.0,0.0
DIAMOND MISRI 200G,1.2407407407407407,0.4732538983158396,38.14285150605274
DILKUSH GRAPES KG LOOSE,2.214242424242424,1.3414527837742074,60.5829230389337
DISCO PUMPKIN,1.5891379310344829,1.873740072440803,117.9092157985967
DONDAKAI,21.52737704918033,6.397252303791955,29.7168219294767
DOODH PEDA 200g HERITAGE,1.7611940298507462,0.9512880423473016,54.013812573956955
DOSA BATTER MIX 900g DSL,3.182926829268293,1.7972579576656045,56.46557568144811
DOSE WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,1.2307692307692308,0.5361430711223923,43.561624528694374
DOUBLE BEANS,0.72,,
DOUBLE HORSE URAD ROUND 1KG,1.6883116883116882,1.0669649560138261,63.19715508697278
DR GOOD EGGS CAROTENOID 12 PACK,1.9154929577464788,1.126678151016706,58.81922700160745
DR GOOD EGGS CAROTENOID 30 PACK,1.2650602409638554,0.5428995628577727,42.91491782590013
DRAGAN FRUIT JUICE,1.5,0.7071067811865476,47.14045207910317
DRAGON  FRUIT,4.1143715846994535,2.335737997514766,56.77022479449645
DRIED BLACKBERRY KG FLYBERRY,0.095,0.021213203435596427,22.329687826943605
DRIED BLUEBERRY KG FLYBERRY,0.1360377358490566,0.06371027035432505,46.83279235477432
DRIED CRANBERRY WHOLE KG FLYBERRY,0.17859375,0.11272761365766767,63.1195737015812
DRIED DATES YELLOW250 GM,2.0,,
DRUMSTICK,71.89617486338798,21.132370269329083,29.39289928773445
DRY CHURRA KG FLYBERRY,0.19608695652173913,0.1279822122027753,65.26809048035105
DRY COCONUT 250G EVR,1.2444444444444445,0.5703091488416833,45.82841374620669
DRY COCONUT KG FLYBERRY,0.24375000000000002,0.14312207576551064,58.71674903200436
EGGS 12PS FARM MADE FREE RANGE U N V,1.4555555555555555,0.8501303417726584,58.40590134315974
EGGS 6PC FARM MADE FREE RANGE U N V,1.826086956521739,0.9666443091656882,52.93528359716865
EGGS 6PC JUST LAID VN POULTRY,5.982035928143713,3.706836819111501,61.96614102018224
EGGS 6PC UPF HEALTHY WHITE U N V,1.1904761904761905,0.4023739080814783,33.799408278844176
ELEPHANT FOREST HONEY 250G 1+1,1.4,0.5477225575051661,39.123039821797576
ELEPHANT FOREST HONEY 500G 1+1,1.0,,
ELEPHANT SEEDED DATES 400G(CUPS) (1+1 OFFER),1.3333333333333333,0.5163977794943223,38.729833462074176
ELEPHANT SEEDLESS HONEY DATES400G+10,1.0,0.0,0.0
ELEPHANT YAM,2.516024844720497,1.7008873711621477,67.60216914118341
ENG ITEM BROCOLI SAMBERRY,2.523497267759563,1.1464938471165083,45.432735821204204
ENG ITEM CELERY SAMBERRRY,0.18419354838709678,0.35680783057128834,193.71353323485005
ENG ITEM CHINESE CABBAGE SAMBERRY,0.6140476190476191,0.1983229630605584,32.297651991250305
ENG ITEM COLOUR CABBAGE SAMBERRY,0.7211458333333334,0.4514581516810813,62.60289262080572
ENG ITEM GREEN LETTUCE SAMBERRY,0.3370414201183432,0.20107924151786483,59.660097992484474
ENG ITEM PARSLEY SAMBERRY,0.05722222222222222,0.021089600324094945,36.855612216864955
EUROPEN CUCUMBER,13.57120218579235,4.931399248368396,36.33723218368276
FIGS AFGHANI NORMAL KG FLYBERRY,0.2877272727272727,0.2126068481759867,73.89179557459255
FILTER COFFE STRONG 5 10ml ID FRESH,1.0,,
FILTER COFFEE 150ML ID FRESH,1.0,0.0,0.0
FILTER COFFEE 150ML NEW BOLD ID FRESH,2.0,1.4142135623730951,70.71067811865476
FINGER CHIPS PAPAD 200G EVR,1.4285714285714286,0.5345224838248488,37.416573867739416
FLAX SEED OIL 1L MESMARA,1.0,0.0,0.0
FLAX SEEDS KGS FLYBERRY,0.19035714285714286,0.122726070220179,64.47148154155745
FLY BERRY DERI DATES 255g,3.6495726495726495,3.469860971368279,95.07581584311208
FLYBERRY CASHEW 4 PIECE,0.12916666666666668,0.09671498270065439,74.8761156392163
FLYBERRY CRISPY SWEET CORN 12g,1.5,0.7071067811865476,47.14045207910317
FLYBERRY CRUNCHY BANANA CHIPS 25g,1.0,0.0,0.0
FLYBERRY DREAMY DERI DATES 220g,1.2962962962962963,0.6333388502463011,48.8575684475718
FLYBERRY DREAMY DERI DATES 400G,1.3,0.5304299503265156,40.80230387127043
FLYBERRY KNOCKOUT KALMI DATES 200g,1.0,0.0,0.0
FLYBERRY KNOCKOUT KALMI DATES 400g,1.375,0.5175491695067657,37.63993960049205
FLYBERRY MEDJOUL MAJESTIC DATES 400g BOX,1.088235294117647,0.2879022412812366,26.45588163124877
FLYBERRY MINI MEDJOUL DATES 200g BOX,1.0434782608695652,0.20851441405707474,19.98263134713633
FLYBERRY SHAHJEERA CARAWAY SEEDS,0.11,,
FLYBERRY SPICE OKRA CHIPS 25g,1.565217391304348,0.66237087637185,42.31813932375708
FLYBERRY SPICED CHICKPEAS CRISP 31g,1.0,0.0,0.0
FLYBERRY STRAWBERRY DEHYDRATED REGULAR,0.12654545454545454,0.055551717039109307,43.898626970560514
FOXTAIL MILLET KORRALU BIYYAM 500g,1.2857142857142858,0.4879500364742666,37.951669503554065
FREEDOM GROUNDNUTOIL 1LT,1.5072463768115942,0.6778683805481515,44.973959863290816
FREEDOM MUSTARD OIL 1 Lt,1.0,,
FREEDOM RF SUNFLOWER OIL 1LT POUCH,2.738255033557047,1.7606662327559586,64.29884036290143
FREEDOM RICE BRAN 1LTR,1.7294117647058824,1.127452198269955,65.19281418567768
FREEDOM SUNFLOWER OIL 5LT,1.0434782608695652,0.20851441405707474,19.98263134713633
FREEDOM SUNFLOWER OIL PET 1LT,1.411764705882353,0.8043996665398436,56.978309713238914
FREEDOM SUNFLOWER OIL PET 2LT,1.1851851851851851,0.48334070138798946,40.78187167961161
FRESH CREAM 200ML HERITAGE,1.0,,
FRESH CREAM 250ML AMUL,1.3235294117647058,0.8060599359358184,60.902306270706276
FRESH CREAM 250ml UHT MILKY MIST,1.148936170212766,0.46525932012977733,40.494792677962096
