product,cost_proxy,avg_unit_price,total_revenue,total_quantity,margin_estimate_percent,gap_to_20_percent
SWEET CORN,12.032,14.774699453551912,102729.3,7012.0,18.563487278873573,1.4365127211264266
SWEET CORN SEED,50.0,50.0,20500.0,410.0,0.0,20.0
SWEET POTATO,46.0,58.00601092896175,130210.12,2245.13,20.697873783572458,0.0
Small Bitter Gourd,56.0,66.33224489795919,26423.58,414.24,15.57650417810158,4.42349582189842
Snake Gourd Small,39.0,40.25,79.6,2.01,3.1055900621118013,16.8944099378882
TABLE BUTTER 100g HERITAGE,60.0,60.25974025974026,7228.0,120.0,0.4310344827586245,19.568965517241377
TABLE BUTTER 500G HERITAGE,294.0,261.875,2095.0,8.0,-12.267303102625299,32.2673031026253
TABLE BUTTER CHIPLITE MILKY MIST,78.0,77.83411764705882,4437.54,57.0,-0.2131229311204895,20.21312293112049
TABLE BUTTER SALTED 100g MILKY MIST,75.0,74.61111111111111,1718.0,23.0,-0.5212211466865185,20.521221146686518
TABLE BUTTER SALTED 200G MILKY MIST,137.8,145.5,1895.0,13.0,5.292096219931263,14.707903780068737
TAMARIND 500g,115.0,115.96774193548387,11245.0,97.0,0.8344923504867879,19.165507649513213
TAMARIND PICKLE 250g AHA,90.0,90.0,810.0,9.0,0.0,20.0
TAMARIND PICKLE 500g AHA,175.0,175.0,175.0,1.0,0.0,20.0
TAMARIND PICKLE250G VELLANKI FOODS,110.0,110.0,220.0,2.0,0.0,20.0
TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR,150.0,157.636,17571.75,116.0,4.844071151259862,15.155928848740139
TAPESWARAM KAJA 250g VELLANKI FOODS,140.0,142.0,14340.0,101.0,1.4084507042253522,18.591549295774648
TATA IODISED CRYSTAL SALT 1KG,22.0,22.0,440.0,20.0,0.0,20.0
TATA SALT 1KG,30.0,29.98469387755102,4378.5,146.0,-0.051046452271567365,20.051046452271567
TEENDA,87.0,95.3157894736842,1501.77,16.04,8.724461623412475,11.275538376587525
TELANGANA CHEKKALU 250g  VELLANKI FOODS,130.0,131.4875,55106.0,419.0,1.1312862439395466,18.868713756060455
THADKA MIX POPU DINUSULU 200G,48.0,48.0,48.0,1.0,0.0,20.0
THAI RED CHILLI KG ENGLISH ITEM SAMBERRY,930.0,930.0,561.72,0.61,0.0,20.0
THAMALAPAKULU,1.0,1.0,155.0,155.0,0.0,20.0
THIS CREAMY CARAMEL 18G CONTINENTAL,10.0,10.0,150.0,15.0,0.0,20.0
THIS CREAMY COFFEE MOCHA 22g CONTINENETAL,34.0,36.666666666666664,950.0,25.0,7.272727272727267,12.727272727272734
THIS IS CAPPUCCINO 22g CONTINENTAL,30.0,30.0,150.0,5.0,0.0,20.0
THIS IS CARAMEL CREAMY COFFEE22g CONTINENTAL,30.0,30.0,300.0,10.0,0.0,20.0
THOTAPURI MANGO,47.06,81.54019230769231,34772.34,502.01,42.28613071892342,0.0
THREE MANGO MIRCHI  PWD 500G,360.0,374.4,5232.0,14.0,3.84615384615384,16.15384615384616
THREE MANGO MIRCHI PWD 200G,145.0,145.0,290.0,2.0,0.0,20.0
THREE MANGO RAI PWD 200G,42.0,42.0,126.0,3.0,0.0,20.0
THREE MANGO RAI PWD 500G,41.2,68.66666666666667,309.0,4.0,40.0,0.0
THUMMIKURA,99.0,99.0,279.97,2.83,0.0,20.0
THUMS UP  600ml PET BOTTLE,40.0,40.0,360.0,9.0,0.0,20.0
THUMS UP 1.25L,68.0,68.0,68.0,1.0,0.0,20.0
THUMS UP 1Lt PET BOTTLE,50.0,50.0,600.0,12.0,0.0,20.0
THUMS UP 250ML,20.0,20.0,4220.0,220.0,0.0,20.0
TIL 100G,35.0,39.30555555555556,4755.0,121.0,10.954063604240286,9.045936395759714
TNS DATES 200g,90.0,90.0,450.0,5.0,0.0,20.0
TOFU PANEER 200g SAI RATNA FOODS,39.5,43.88833333333333,750.5,17.0,9.998860745072712,10.001139254927288
TOMATO (APPLE) hybrid,39.0,58.73517857142857,29094.51,520.95,33.60026997692427,0.0
TOMATO LOCAL,26.9,41.222131147540985,815238.32,19317.54,34.74379113559087,0.0
TOMATO PICKLE  250g AHA,90.0,90.0,1440.0,16.0,0.0,20.0
TOMATO PICKLE  500g AHA,175.0,175.0,525.0,3.0,0.0,20.0
TOMATO PICKLE 250G VELLANKI FOODS,119.0,119.0,1190.0,10.0,0.0,20.0
TONED MILK 500ml HERITAGE,31.0,31.302039800995026,401154.05,14652.0,0.9649205065077721,19.035079493492226
TOOR  DAL FATKA POLISHED 1kg,160.0,160.8804347826087,23307.0,145.0,0.5472603202486273,19.452739679751375
TOOR DAL PRM UNPOLISHED FATKA 1KG,165.0,164.89361702127658,24365.0,147.0,-0.06451612903226578,20.064516129032267
TOP MILLET ANDU KORRALU 500G,150.0,150.0,3600.0,24.0,0.0,20.0
TOTAL CURD 120GMS HERITAGE,10.0,10.0,19790.0,1979.0,0.0,20.0
TRIANGLE PAPAD 200G EVR,48.0,48.0,432.0,9.0,0.0,20.0
TURNIPS KG ENGLISH ITEM SAMBERRY,0.0,0.0,0.0,0.35,,
TUTTI FRUITY KG FLYBERRY,330.0,330.0,467.94,1.42,0.0,20.0
Thotakura,59.0,63.87945355191257,50208.8,782.36,7.63853364516841,12.36146635483159
Tulsi Infused Honey 250g BT,288.0,288.0,5184.0,18.0,0.0,20.0
Tulsi Infused Honey 500g BT,540.0,540.0,1080.0,2.0,0.0,20.0
UHT BUTTER MILK 180ML MILKY MIST,20.0,20.0,3260.0,163.0,0.0,20.0
ULAVACHARU 250g HASSTA,103.0,102.87919463087249,38286.0,372.0,-0.11742448952964282,20.117424489529643
URAD BLACK SPLIT 500g,85.0,85.0,935.0,11.0,0.0,20.0
URAD BLACK WHOLE 500G,85.0,85.0,1020.0,12.0,0.0,20.0
URAD DAL UNPOLISHED 500g,90.0,90.0,4950.0,55.0,0.0,20.0
URAD ROUND UN POLISHED 1kg,165.0,163.20192307692307,17019.75,104.0,-1.1017498379779718,21.101749837977973
USA FUJI APPLE,389.0,419.00348066298346,305790.4,732.75,7.16067575751623,12.83932424248377
VAAKKAI,81.376,95.93319444444444,3978.69,41.28,15.174303877553669,4.825696122446331
VAMPOOSA 250g VELLANKI FOODS,140.0,141.89788732394365,42759.0,301.0,1.33750217126975,18.66249782873025
VANILLA FLAVOURED MIILK 180ML HERITAGE,30.0,30.0,510.0,17.0,0.0,20.0
VARI NUKA AISHWARYA 500G,30.0,30.0,60.0,2.0,0.0,20.0
VELLANIKI BITTER GOURD PAKODA 150G,102.0,102.0,1938.0,19.0,0.0,20.0
VELLANKI  PESARA MURKULU 250G,150.0,152.5,8670.0,59.0,1.639344262295082,18.360655737704917
VELLANKI AVISELA  CHIKKI 250G,145.0,148.1578947368421,6240.0,42.0,2.13143872113677,17.86856127886323
VELLANKI HEALTHY LADDU 250G,175.0,177.12765957446808,12010.0,70.0,1.2012012012012,18.7987987987988
VELLANKI JONNA MURKULU 250G,150.0,154.66666666666666,13975.0,91.0,3.0172413793103385,16.982758620689662
VELLANKI JOWARI FLAKES 250G,150.0,154.30522388059703,15528.45,101.0,2.7900700782032195,17.209929921796782
VELLANKI KAKARAKAYA CHIPS 150G,96.0,96.0,2880.0,30.0,0.0,20.0
VELLANKI MILLET BOONDI ACTHU 250g,150.0,152.1875,6530.0,43.0,1.4373716632443532,18.562628336755647
VELLANKI MILLET MIXTURE 250g,135.0,139.92605633802816,13769.5,98.0,3.520471073756254,16.479528926243745
VELLANKI MILLET MURKULU 250g,125.0,129.19354838709677,11585.0,91.0,3.2459425717852644,16.754057428214736
VELLANKI MULTI SEEDS CHIKI 250g,235.0,238.94736842105263,12880.0,54.0,1.6519823788546248,18.348017621145374
VELLANKI VAM MURKULU 250g,150.0,152.79333333333335,12057.6,79.0,1.8281774946551008,18.1718225053449
VELLANLI RAGI RIBBON PAKODI 150G,90.0,90.0,1530.0,17.0,0.0,20.0
VENNA VUNDALU 250GMS VELLANKI FOODS,145.0,146.34259259259258,22545.0,154.0,0.9174311926605427,19.082568807339456
VINAYAKA VIGRAHAM 12 INCH,118.0,118.0,590.0,5.0,0.0,20.0
VINAYAKA VIGRAHAM 8 INCH,89.0,89.0,801.0,9.0,0.0,20.0
VIRGIN COCONUT OIL 200ml AKSHAYA KALPA,289.0,289.0,2890.0,10.0,0.0,20.0
VITAMIN D3  WITH IMMUNITY BOOSTERS - 6 EGGS PACK  ABHI EGGS,94.0,94.0,10152.0,108.0,0.0,20.0
VITAMIN D3 IMMUNITY BOOSTER 30PC PACK ABHI EGGS,450.0,450.0,18900.0,42.0,0.0,20.0
Vakai Box,50.0,50.0,3200.0,64.0,0.0,20.0
WALNUT PREMIUM KGS FLYBERRY,2400.0,2399.9998765432097,47750.4,20.08,-5.144033195188915e-06,20.000005144033196
WALNUT REGULAR  KGS FLYBERRY,1800.0,1797.01,32957.28,18.41,-0.1663874992348406,20.16638749923484
WASHINGTON APPLE,329.0,342.6552258064516,164479.34,483.27,3.9851211299385625,16.014878870061438
WATER APPLE BOX,93.0,93.0,2139.0,23.0,0.0,20.0
WATER MELON PLATE,30.0,30.0,60.0,2.0,0.0,20.0
WATERMELON JUICE,50.0,50.0,8250.0,165.0,0.0,20.0
WHEAT CHAPATI 390G 10PC ID FRESH,79.0,78.99130434782609,14929.0,192.0,-0.011008366358431783,20.011008366358432
WHEAT GRASS,39.0,39.0,78.0,2.0,0.0,20.0
WHEAT PAROTA 5PC 400G ID FRESH,110.0,109.87974683544304,13287.5,121.0,-0.1094407004204776,20.10944070042048
WHEAT RAWA MEDIUM 500g,45.0,45.0,9720.0,216.0,0.0,20.0
WHEELS PAPAD 200g EVR,48.0,48.0,480.0,10.0,0.0,20.0
WHITE JOWAR 500g,50.0,48.4375,2700.0,55.0,-3.225806451612903,23.225806451612904
WHITE JOWAR RAWA 500g,50.0,50.0,200.0,4.0,0.0,20.0
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,69.0,69.0,483.0,7.0,0.0,20.0
WHITE LOBIYA 500g,85.0,88.04347826086956,5035.0,57.0,3.4567901234567877,16.543209876543212
WHITE PAV 200g SPENCERS AKSHAYA FOODS,30.0,30.0,2220.0,74.0,0.0,20.0
WHITE RADISH,44.11,61.390109289617484,32145.68,571.17,28.1480347397589,0.0
WHITE RAJMA 500g,105.0,100.0,2730.0,27.0,-5.0,25.0
WHITE ROUND BRINJAL,51.196,66.18340659340659,93133.33,1394.09,22.64526316313806,0.0
WHITE SEEDLESS GRAPES,127.0,192.21333333333334,66994.76,477.94,33.927580466148726,0.0
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,55.0,55.0,27445.0,499.0,0.0,20.0
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,55.0,55.0,21065.0,383.0,0.0,20.0
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,55.0,55.0,275.0,5.0,0.0,20.0
WOOD APPLE,99.0,99.0,2634.79,26.61,0.0,20.0
WORKOUT TRAIL MIX KG FLYBERRY,1600.0,1600.0,11347.2,7.08,0.0,20.0
XTRA 200g JAR CONTINENTAL,500.0,550.0,2200.0,4.0,9.090909090909092,10.909090909090908
XTRA 50gm POUCH  CONTINENTAL,135.0,174.04285714285714,3064.8,18.0,22.432898300911106,0.0
XTRA SACHET 2.3G CONTINENTAL,2.0,2.0,2112.0,1056.0,0.0,20.0
YELLOW BANTHI POOLU KGS LOOSE,116.0,144.0,1449.43,8.24,19.444444444444446,0.5555555555555536
YELLOW CAULIFLOWER PC,45.0,45.0,45.0,1.0,0.0,20.0
YELLOW DRAGON KG LOOSE,264.0,264.0,1206.48,4.57,0.0,20.0
YELLOW JOWAR 500g,60.0,60.0,1920.0,32.0,0.0,20.0
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,95.0,95.0,760.0,8.0,0.0,20.0
YELLOW MELON,39.0,39.0,1210.02,31.02,0.0,20.0
YOGHURT  MANGO MILKYMIST,30.0,30.0,3990.0,133.0,0.0,20.0
YOGHURT PEACH 100GM MILKYMIST,30.0,35.357142857142854,3030.0,92.0,15.151515151515143,4.848484848484857
YOGHURT STRAWBERRY MILKYMIST,30.0,29.571428571428573,4230.0,142.0,-1.4492753623188355,21.449275362318836
YOGURT MANGO 90g AKSHAYA KALPA,60.0,60.0,2580.0,43.0,0.0,20.0
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,193.0,214.17845360824742,8914.9,41.15,9.88822790129245,10.11177209870755
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,223.0,243.2155670103093,9121.460000000001,37.13,8.311789931379023,11.688210068620977
chinna menthi,89.0,88.53488372093024,11743.22,132.79,-0.5253480430785323,20.525348043078534
chintakayalu,66.624,87.3754054054054,2862.24,32.6,23.749710011785126,0.0
chukkakura,85.0,88.11357142857143,46275.08,527.98,3.5335889558119034,16.466411044188096
gangavyalukura,69.0,69.0,1272.93,18.43,0.0,20.0
koyakura,59.0,59.0,75.06,1.26,0.0,20.0
mulagaku,129.0,129.0,18.06,0.14,0.0,20.0
pink Dragon Fruit,149.0,187.46694915254236,39459.03,211.0,20.51932318013118,0.0
red thotakura,69.0,73.28571428571429,311.15,4.17,5.847953216374277,14.152046783625723
simla mirchi bajji,89.0,93.66227272727274,1610.96,17.25,4.9777488753112085,15.022251124688792
