product,sales_velocity,turnover_proxy,total_quantity,total_revenue
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,0.22486338797814207,82.07513661202185,41.15,8914.9
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,0.20513812154696134,74.87541436464089,37.13,9121.460000000001
chinna menthi,0.7256284153005464,264.85437158469944,132.79,11743.22
chintakayalu,0.19176470588235295,69.99411764705883,32.6,2862.24
chukkakura,2.8851366120218582,1053.0748633879782,527.98,46275.08
gangavyalukura,0.17064814814814813,62.28657407407407,18.43,1272.93
koyakura,0.011454545454545455,4.180909090909091,1.26,75.06
mulagaku,0.14,51.1,0.14,18.06
pink Dragon Fruit,1.1657458563535912,425.49723756906076,211.0,39459.03
red thotakura,0.04128712871287129,15.06980198019802,4.17,311.15
simla mirchi bajji,0.1316793893129771,48.06297709923664,17.25,1610.96
