product,total_qty,avg_daily_qty,qty_std,max_daily_qty,total_revenue,first_sale,last_sale,sale_days,volatility,days_span,avg_days_between_sales,estimated_turnover
VELLANKI HEALTHY LADDU 250G,68.0,1.45,0.69,3.0,12010.0,2025-05-25,2025-09-23,47,0.4758620689655172,121,2.574468085106383,0.7555555555555555
VELLANKI JONNA MURKULU 250G,91.0,1.52,0.83,4.0,13975.0,2025-05-23,2025-09-27,60,0.5460526315789473,127,2.1166666666666667,0.7583333333333333
VELLANKI JOWARI FLAKES 250G,101.0,1.51,0.73,4.0,15528.45,2025-05-24,2025-09-23,67,0.4834437086092715,122,1.8208955223880596,0.8416666666666667
VELLANKI KAKARAKAYA CHIPS 150G,30.0,1.2,0.41,2.0,2880.0,2025-05-23,2025-09-30,25,0.3416666666666667,130,5.2,0.5
VELLANKI MILLET BOONDI ACTHU 250g,43.0,1.34,0.6,3.0,6530.0,2025-05-26,2025-09-26,32,0.4477611940298507,123,3.84375,0.4777777777777778
VELLANKI MILLET MIXTURE 250g,98.0,1.38,0.7,4.0,13769.5,2025-05-23,2025-09-30,71,0.5072463768115942,130,1.8309859154929577,0.8166666666666667
VELLANKI MILLET MURKULU 250g,91.0,1.47,0.72,4.0,11585.0,2025-05-23,2025-09-28,62,0.4897959183673469,128,2.064516129032258,0.7583333333333333
VELLANKI MULTI SEEDS CHIKI 250g,54.0,1.42,0.68,3.0,12880.0,2025-05-23,2025-09-28,38,0.4788732394366198,128,3.3684210526315788,0.6
VELLANKI VAM MURKULU 250g,79.0,1.32,0.62,3.0,12057.6,2025-05-25,2025-09-29,60,0.46969696969696967,127,2.1166666666666667,0.8777777777777778
VELLANLI RAGI RIBBON PAKODI 150G,17.0,1.21,0.43,2.0,1530.0,2025-05-31,2025-07-13,14,0.35537190082644626,43,3.0714285714285716,0.2833333333333333
VENNA VUNDALU 250GMS VELLANKI FOODS,154.0,1.43,0.7,4.0,22545.0,2025-04-03,2025-09-28,108,0.4895104895104895,178,1.6481481481481481,1.2833333333333334
VINAYAKA VIGRAHAM 12 INCH,5.0,2.5,2.12,4.0,590.0,2025-08-26,2025-08-27,2,0.8480000000000001,1,0.5,0.041666666666666664
VINAYAKA VIGRAHAM 8 INCH,9.0,3.0,2.0,5.0,801.0,2025-08-25,2025-08-27,3,0.6666666666666666,2,0.6666666666666666,0.06
VIRGIN COCONUT OIL 200ml AKSHAYA KALPA,10.0,1.0,0.0,1.0,2890.0,2025-05-16,2025-09-06,10,0.0,113,11.3,0.3333333333333333
VITAMIN D3  WITH IMMUNITY BOOSTERS - 6 EGGS PACK  ABHI EGGS,108.0,1.5,0.79,4.0,10152.0,2025-04-01,2025-09-29,72,0.5266666666666667,181,2.513888888888889,0.9
VITAMIN D3 IMMUNITY BOOSTER 30PC PACK ABHI EGGS,42.0,1.14,0.42,3.0,18900.0,2025-04-03,2025-09-27,37,0.368421052631579,177,4.783783783783784,0.4666666666666667
Vakai Box,64.0,3.2,2.14,7.0,3200.0,2025-05-20,2025-07-15,20,0.66875,56,2.8,0.3047619047619048
WALNUT PREMIUM KGS FLYBERRY,20.08,0.25,0.17,0.78,47750.4,2025-04-03,2025-09-28,81,0.68,178,2.197530864197531,0.858119658119658
WALNUT REGULAR  KGS FLYBERRY,18.41,0.25,0.21,1.12,32957.28,2025-04-01,2025-09-01,75,0.84,153,2.04,0.5479166666666666
WASHINGTON APPLE,483.27,3.12,2.04,9.9,164479.34,2025-04-01,2025-09-15,155,0.6538461538461539,167,1.0774193548387097,1.627171717171717
WATER APPLE BOX,23.0,2.56,1.42,5.0,2139.0,2025-04-02,2025-08-03,9,0.5546875,123,13.666666666666666,0.15333333333333332
WATER MELON PLATE,2.0,2.0,,2.0,60.0,2025-09-16,2025-09-16,1,,0,0.0,0.03333333333333333
WATERMELON JUICE,165.0,2.12,1.35,8.0,8250.0,2025-04-01,2025-09-30,78,0.6367924528301887,182,2.3333333333333335,0.6875
WHEAT CHAPATI 390G 10PC ID FRESH,189.0,1.64,0.85,4.0,14929.0,2025-04-04,2025-09-29,115,0.5182926829268293,178,1.5478260869565217,1.575
WHEAT GRASS,2.0,2.0,,2.0,78.0,2025-08-13,2025-08-13,1,,0,0.0,0.03333333333333333
WHEAT PAROTA 5PC 400G ID FRESH,121.0,1.53,0.75,4.0,13287.5,2025-04-01,2025-09-29,79,0.49019607843137253,181,2.2911392405063293,1.0083333333333333
WHEAT RAWA MEDIUM 500g,216.0,2.08,1.28,7.0,9720.0,2025-04-03,2025-09-29,104,0.6153846153846154,179,1.7211538461538463,1.0285714285714285
WHEELS PAPAD 200g EVR,10.0,1.0,0.0,1.0,480.0,2025-04-06,2025-06-17,10,0.0,72,7.2,0.3333333333333333
WHITE JOWAR 500g,55.0,1.72,1.25,5.0,2700.0,2025-04-02,2025-09-28,32,0.7267441860465116,179,5.59375,0.36666666666666664
WHITE JOWAR RAWA 500g,4.0,1.0,0.0,1.0,200.0,2025-04-01,2025-04-20,4,0.0,19,4.75,0.13333333333333333
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,7.0,1.4,0.55,2.0,483.0,2025-04-03,2025-05-08,5,0.3928571428571429,35,7.0,0.11666666666666667
WHITE LOBIYA 500g,57.0,1.24,0.6,4.0,5035.0,2025-04-06,2025-09-30,46,0.48387096774193544,177,3.847826086956522,0.475
WHITE PAV 200g SPENCERS AKSHAYA FOODS,74.0,1.85,1.08,4.0,2220.0,2025-06-15,2025-09-30,40,0.5837837837837838,107,2.675,0.6166666666666667
WHITE RADISH,571.17,3.12,1.83,8.39,32145.68,2025-04-01,2025-09-30,183,0.5865384615384616,182,0.994535519125683,2.269249106078665
WHITE RAJMA 500g,27.0,1.29,0.64,3.0,2730.0,2025-04-20,2025-09-19,21,0.49612403100775193,152,7.238095238095238,0.3
WHITE ROUND BRINJAL,1381.32,7.59,2.7,17.17,93133.33,2025-04-01,2025-09-30,182,0.35573122529644274,182,1.0,2.681654047757717
WHITE SEEDLESS GRAPES,477.94,10.62,6.48,22.56,66994.76,2025-04-01,2025-09-24,45,0.6101694915254238,176,3.911111111111111,0.7061761229314422
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,499.0,2.84,1.38,7.0,27445.0,2025-04-01,2025-09-30,176,0.48591549295774644,182,1.0340909090909092,2.376190476190476
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,383.0,2.5,1.39,6.0,21065.0,2025-04-01,2025-09-28,153,0.5559999999999999,180,1.1764705882352942,2.1277777777777778
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,5.0,1.0,0.0,1.0,275.0,2025-08-04,2025-08-18,5,0.0,14,2.8,0.16666666666666666
WOOD APPLE,26.61,1.77,3.37,12.36,2634.79,2025-08-26,2025-09-09,15,1.9039548022598871,14,0.9333333333333333,0.07176375404530745
WORKOUT TRAIL MIX KG FLYBERRY,7.08,0.2,0.12,0.56,11347.2,2025-04-02,2025-09-14,36,0.6,165,4.583333333333333,0.42142857142857143
XTRA 200g JAR CONTINENTAL,4.0,1.0,0.0,1.0,2200.0,2025-08-21,2025-09-17,4,0.0,27,6.75,0.13333333333333333
XTRA 50gm POUCH  CONTINENTAL,18.0,1.29,0.61,3.0,3064.8,2025-04-19,2025-09-28,14,0.4728682170542635,162,11.571428571428571,0.2
XTRA SACHET 2.3G CONTINENTAL,1056.0,39.11,24.14,120.0,2112.0,2025-07-02,2025-09-29,27,0.6172334441319356,89,3.2962962962962963,0.29333333333333333
YELLOW BANTHI POOLU KGS LOOSE,8.24,2.75,2.19,4.17,1449.43,2025-05-26,2025-08-27,3,0.7963636363636364,93,31.0,0.06586730615507594
YELLOW CAULIFLOWER PC,1.0,1.0,,1.0,45.0,2025-08-06,2025-08-06,1,,0,0.0,0.03333333333333333
YELLOW DRAGON KG LOOSE,4.57,1.52,0.83,2.42,1206.48,2025-07-08,2025-07-10,3,0.5460526315789473,2,0.6666666666666666,0.06294765840220387
YELLOW JOWAR 500g,32.0,1.33,0.7,4.0,1920.0,2025-04-02,2025-09-30,24,0.5263157894736842,181,7.541666666666667,0.26666666666666666
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,8.0,1.0,0.0,1.0,760.0,2025-04-01,2025-06-22,8,0.0,82,10.25,0.26666666666666666
YELLOW MELON,31.02,3.88,1.52,5.89,1210.02,2025-04-05,2025-05-27,8,0.3917525773195876,52,6.5,0.17555178268251273
YOGHURT  MANGO MILKYMIST,133.0,1.77,1.02,5.0,3990.0,2025-04-02,2025-09-30,75,0.576271186440678,181,2.4133333333333336,0.8866666666666667
YOGHURT PEACH 100GM MILKYMIST,92.0,1.67,1.28,8.0,3030.0,2025-04-02,2025-09-30,55,0.7664670658682635,181,3.290909090909091,0.38333333333333336
YOGHURT STRAWBERRY MILKYMIST,142.0,2.03,1.26,5.0,4230.0,2025-04-02,2025-09-29,70,0.6206896551724138,180,2.5714285714285716,0.9466666666666667
YOGURT MANGO 90g AKSHAYA KALPA,43.0,1.43,0.77,4.0,2580.0,2025-04-03,2025-08-21,30,0.5384615384615385,140,4.666666666666667,0.35833333333333334
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,41.15,0.42,0.23,1.16,8914.9,2025-04-01,2025-09-30,97,0.5476190476190477,182,1.8762886597938144,1.1824712643678161
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,37.13,0.38,0.21,1.23,9121.46,2025-04-01,2025-09-28,97,0.5526315789473684,180,1.8556701030927836,1.0062330623306235
chinna menthi,132.79,0.77,0.31,1.67,11743.22,2025-04-01,2025-09-30,172,0.40259740259740256,182,1.058139534883721,2.650499001996008
chintakayalu,32.6,0.88,0.69,3.23,2862.24,2025-04-14,2025-09-30,37,0.7840909090909091,169,4.5675675675675675,0.3364293085655315
chukkakura,527.98,2.9,1.23,5.71,46275.08,2025-04-01,2025-09-30,182,0.4241379310344828,182,1.0,3.0821949795680093
gangavyalukura,18.43,0.47,0.21,1.16,1272.93,2025-04-01,2025-07-17,39,0.4468085106382979,107,2.7435897435897436,0.5295977011494253
koyakura,1.26,0.32,0.15,0.5,75.06,2025-04-09,2025-07-27,4,0.46875,109,27.25,0.084
mulagaku,0.14,0.14,,0.14,18.06,2025-08-21,2025-08-21,1,,0,0.0,0.03333333333333333
pink Dragon Fruit,211.0,1.79,1.2,6.25,39459.03,2025-04-03,2025-09-30,118,0.6703910614525139,180,1.5254237288135593,1.1253333333333333
red thotakura,4.17,0.6,0.43,1.46,311.15,2025-04-02,2025-07-11,7,0.7166666666666667,100,14.285714285714286,0.0952054794520548
simla mirchi bajji,17.25,0.78,0.63,2.21,1610.96,2025-04-18,2025-08-26,22,0.8076923076923077,130,5.909090909090909,0.26018099547511314
