product,total_revenue,total_quantity,revenue_per_unit
SPRITE 600ML,480.0,12.0,40.0
SPRITE PET  250ML,2360.0,119.0,19.831932773109244
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,552.0,8.0,69.0
SRI DIVYA DEEPARDHANA OIL 910 ML,380.0,2.0,190.0
SRI LALITHA BROWN RICE 5KG SONAMASOORI,830.0,2.0,415.0
SRI LALITHA HMT RICE 10KG,3560.0,4.0,890.0
SRI LALITHA HMT RICE 26KG,1670.0,1.0,1670.0
SRI LALITHA IDLY RAVA 1KG,600.0,10.0,60.0
STAR FRUIT,1068.0,12.0,89.0
STAR PAPAD 200G EVR,384.0,8.0,48.0
STRAWBERRY FLAVOURED MILK 180ML HERITAGE,7336.0,254.0,28.881889763779526
STRAWBERRY LOCAL ANAND BOX,518.0,7.0,74.0
SUGAR 1 KG,11764.0,223.0,52.75336322869955
SUGAR 2 KG,3960.0,40.0,99.0
SUGAR CANE PACK,2632.0,94.0,28.0
SUGAR FREE DARK CHOCOLATE 150g AMUL,4000.0,20.0,200.0
SUN MELON YELLOW,46.73,1.3,35.94615384615384
SUNFLOWER OIL 1LT COLD PRESSED MESMARA,8145.0,15.0,543.0
SUNFLOWER OIL 1Lt COLD PRESSED JIVIKA ORGANICS,11040.0,24.0,460.0
SUNFLOWER OIL COLDPRESSED 5L MESMARA,2690.0,1.0,2690.0
SUNFLOWER SEEDS KG FLYBERRY,12082.1,12.73,949.1044776119403
SWEET ALMOND OIL100ML MESMARA,1347.0,3.0,449.0
SWEET CORN,102729.3,7012.0,14.650499144324016
SWEET CORN SEED,20500.0,410.0,50.0
SWEET POTATO,130210.12,2245.13,57.996695068882424
Small Bitter Gourd,26423.58,414.24,63.78809385863268
Snake Gourd Small,79.6,2.01,39.601990049751244
TABLE BUTTER 100g HERITAGE,7228.0,120.0,60.233333333333334
TABLE BUTTER 500G HERITAGE,2095.0,8.0,261.875
TABLE BUTTER CHIPLITE MILKY MIST,4437.54,57.0,77.85157894736842
TABLE BUTTER SALTED 100g MILKY MIST,1718.0,23.0,74.69565217391305
TABLE BUTTER SALTED 200G MILKY MIST,1895.0,13.0,145.76923076923077
TAMARIND 500g,11245.0,97.0,115.9278350515464
TAMARIND PICKLE 250g AHA,810.0,9.0,90.0
TAMARIND PICKLE 500g AHA,175.0,1.0,175.0
TAMARIND PICKLE250G VELLANKI FOODS,220.0,2.0,110.0
TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR,17571.75,116.0,151.48060344827587
TAPESWARAM KAJA 250g VELLANKI FOODS,14340.0,101.0,141.98019801980197
TATA IODISED CRYSTAL SALT 1KG,440.0,20.0,22.0
TATA SALT 1KG,4378.5,146.0,29.98972602739726
TEENDA,1501.77,16.04,93.62655860349128
TELANGANA CHEKKALU 250g  VELLANKI FOODS,55106.0,419.0,131.5178997613365
THADKA MIX POPU DINUSULU 200G,48.0,1.0,48.0
THAI RED CHILLI KG ENGLISH ITEM SAMBERRY,561.72,0.61,920.8524590163935
THAMALAPAKULU,155.0,155.0,1.0
THIS CREAMY CARAMEL 18G CONTINENTAL,150.0,15.0,10.0
THIS CREAMY COFFEE MOCHA 22g CONTINENETAL,950.0,25.0,38.0
THIS IS CAPPUCCINO 22g CONTINENTAL,150.0,5.0,30.0
THIS IS CARAMEL CREAMY COFFEE22g CONTINENTAL,300.0,10.0,30.0
THOTAPURI MANGO,34772.34,502.01,69.26622975637935
THREE MANGO MIRCHI  PWD 500G,5232.0,14.0,373.7142857142857
THREE MANGO MIRCHI PWD 200G,290.0,2.0,145.0
THREE MANGO RAI PWD 200G,126.0,3.0,42.0
THREE MANGO RAI PWD 500G,309.0,4.0,77.25
THUMMIKURA,279.97,2.83,98.92932862190814
THUMS UP  600ml PET BOTTLE,360.0,9.0,40.0
THUMS UP 1.25L,68.0,1.0,68.0
THUMS UP 1Lt PET BOTTLE,600.0,12.0,50.0
THUMS UP 250ML,4220.0,220.0,19.181818181818183
TIL 100G,4755.0,121.0,39.29752066115702
TNS DATES 200g,450.0,5.0,90.0
TOFU PANEER 200g SAI RATNA FOODS,750.5,17.0,44.14705882352941
TOMATO (APPLE) hybrid,29094.51,520.95,55.84894903541606
TOMATO LOCAL,815238.32,19317.54,42.20197395734653
TOMATO PICKLE  250g AHA,1440.0,16.0,90.0
TOMATO PICKLE  500g AHA,525.0,3.0,175.0
TOMATO PICKLE 250G VELLANKI FOODS,1190.0,10.0,119.0
TONED MILK 500ml HERITAGE,401154.05,14652.0,27.37879129129129
TOOR  DAL FATKA POLISHED 1kg,23307.0,145.0,160.73793103448276
TOOR DAL PRM UNPOLISHED FATKA 1KG,24365.0,147.0,165.7482993197279
TOP MILLET ANDU KORRALU 500G,3600.0,24.0,150.0
TOTAL CURD 120GMS HERITAGE,19790.0,1979.0,10.0
TRIANGLE PAPAD 200G EVR,432.0,9.0,48.0
TURNIPS KG ENGLISH ITEM SAMBERRY,0.0,0.35,0.0
TUTTI FRUITY KG FLYBERRY,467.94,1.42,329.53521126760563
Thotakura,50208.8,782.36,64.17608262181093
Tulsi Infused Honey 250g BT,5184.0,18.0,288.0
Tulsi Infused Honey 500g BT,1080.0,2.0,540.0
UHT BUTTER MILK 180ML MILKY MIST,3260.0,163.0,20.0
ULAVACHARU 250g HASSTA,38286.0,372.0,102.91935483870968
URAD BLACK SPLIT 500g,935.0,11.0,85.0
URAD BLACK WHOLE 500G,1020.0,12.0,85.0
URAD DAL UNPOLISHED 500g,4950.0,55.0,90.0
URAD ROUND UN POLISHED 1kg,17019.75,104.0,163.65144230769232
USA FUJI APPLE,305790.4,732.75,417.31886728079155
VAAKKAI,3978.69,41.28,96.38299418604652
VAMPOOSA 250g VELLANKI FOODS,42759.0,301.0,142.0564784053156
VANILLA FLAVOURED MIILK 180ML HERITAGE,510.0,17.0,30.0
VARI NUKA AISHWARYA 500G,60.0,2.0,30.0
VELLANIKI BITTER GOURD PAKODA 150G,1938.0,19.0,102.0
VELLANKI  PESARA MURKULU 250G,8670.0,59.0,146.94915254237287
VELLANKI AVISELA  CHIKKI 250G,6240.0,42.0,148.57142857142858
VELLANKI HEALTHY LADDU 250G,12010.0,70.0,171.57142857142858
VELLANKI JONNA MURKULU 250G,13975.0,91.0,153.57142857142858
VELLANKI JOWARI FLAKES 250G,15528.45,101.0,153.7470297029703
VELLANKI KAKARAKAYA CHIPS 150G,2880.0,30.0,96.0
VELLANKI MILLET BOONDI ACTHU 250g,6530.0,43.0,151.86046511627907
VELLANKI MILLET MIXTURE 250g,13769.5,98.0,140.50510204081633
VELLANKI MILLET MURKULU 250g,11585.0,91.0,127.3076923076923
VELLANKI MULTI SEEDS CHIKI 250g,12880.0,54.0,238.5185185185185
VELLANKI VAM MURKULU 250g,12057.6,79.0,152.62784810126584
VELLANLI RAGI RIBBON PAKODI 150G,1530.0,17.0,90.0
VENNA VUNDALU 250GMS VELLANKI FOODS,22545.0,154.0,146.3961038961039
VINAYAKA VIGRAHAM 12 INCH,590.0,5.0,118.0
VINAYAKA VIGRAHAM 8 INCH,801.0,9.0,89.0
VIRGIN COCONUT OIL 200ml AKSHAYA KALPA,2890.0,10.0,289.0
VITAMIN D3  WITH IMMUNITY BOOSTERS - 6 EGGS PACK  ABHI EGGS,10152.0,108.0,94.0
VITAMIN D3 IMMUNITY BOOSTER 30PC PACK ABHI EGGS,18900.0,42.0,450.0
Vakai Box,3200.0,64.0,50.0
WALNUT PREMIUM KGS FLYBERRY,47750.4,20.08,2378.00796812749
WALNUT REGULAR  KGS FLYBERRY,32957.28,18.41,1790.1835958718086
WASHINGTON APPLE,164479.34,483.27,340.3466799097813
WATER APPLE BOX,2139.0,23.0,93.0
WATER MELON PLATE,60.0,2.0,30.0
WATERMELON JUICE,8250.0,165.0,50.0
WHEAT CHAPATI 390G 10PC ID FRESH,14929.0,192.0,77.75520833333333
WHEAT GRASS,78.0,2.0,39.0
WHEAT PAROTA 5PC 400G ID FRESH,13287.5,121.0,109.81404958677686
WHEAT RAWA MEDIUM 500g,9720.0,216.0,45.0
WHEELS PAPAD 200g EVR,480.0,10.0,48.0
WHITE JOWAR 500g,2700.0,55.0,49.09090909090909
WHITE JOWAR RAWA 500g,200.0,4.0,50.0
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,483.0,7.0,69.0
WHITE LOBIYA 500g,5035.0,57.0,88.33333333333333
WHITE PAV 200g SPENCERS AKSHAYA FOODS,2220.0,74.0,30.0
WHITE RADISH,32145.68,571.17,56.28040688411507
WHITE RAJMA 500g,2730.0,27.0,101.11111111111111
WHITE ROUND BRINJAL,93133.33,1394.09,66.80582315345495
WHITE SEEDLESS GRAPES,66994.76,477.94,140.17399673599195
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,27445.0,499.0,55.0
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,21065.0,383.0,55.0
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,275.0,5.0,55.0
WOOD APPLE,2634.79,26.61,99.01503194287862
WORKOUT TRAIL MIX KG FLYBERRY,11347.2,7.08,1602.7118644067798
XTRA 200g JAR CONTINENTAL,2200.0,4.0,550.0
XTRA 50gm POUCH  CONTINENTAL,3064.8,18.0,170.26666666666668
XTRA SACHET 2.3G CONTINENTAL,2112.0,1056.0,2.0
YELLOW BANTHI POOLU KGS LOOSE,1449.43,8.24,175.9016990291262
YELLOW CAULIFLOWER PC,45.0,1.0,45.0
YELLOW DRAGON KG LOOSE,1206.48,4.57,264.0
YELLOW JOWAR 500g,1920.0,32.0,60.0
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,760.0,8.0,95.0
YELLOW MELON,1210.02,31.02,39.007736943907155
YOGHURT  MANGO MILKYMIST,3990.0,133.0,30.0
YOGHURT PEACH 100GM MILKYMIST,3030.0,92.0,32.93478260869565
YOGHURT STRAWBERRY MILKYMIST,4230.0,142.0,29.788732394366196
YOGURT MANGO 90g AKSHAYA KALPA,2580.0,43.0,60.0
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,8914.9,41.15,216.64398541919806
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,9121.460000000001,37.13,245.66280635604633
chinna menthi,11743.22,132.79,88.43452067173733
chintakayalu,2862.24,32.6,87.79877300613497
chukkakura,46275.08,527.98,87.64551687563923
gangavyalukura,1272.93,18.43,69.06836679327185
koyakura,75.06,1.26,59.57142857142857
mulagaku,18.06,0.14,128.99999999999997
pink Dragon Fruit,39459.03,211.0,187.00962085308058
red thotakura,311.15,4.17,74.61630695443645
simla mirchi bajji,1610.96,17.25,93.38898550724637
